Pred,id
0.874173007910251,2021_1124_1233
0.798665609032457,2021_1140_1233
0.764113642758666,2021_1155_1233
0.490654540416603,2021_1156_1233
0.781031857583617,2021_1159_1233
0.821192669870782,2021_1160_1233
0.832926968745433,2021_1163_1233
0.830278567030176,2021_1166_1233
0.754450310264319,2021_1179_1233
0.530193912989474,2021_1180_1233
0.620683309649462,2021_1186_1233
0.796321784906444,2021_1196_1233
0.843607521700905,2021_1199_1233
0.720825281480244,2021_1207_1233
0.824456526757356,2021_1210_1233
0.875049099965159,2021_1211_1233
0.605449146502511,2021_1213_1233
0.380629857991083,2021_1216_1233
0.874200226962635,2021_1222_1233
0.85119599750167,2021_1228_1233
0.257501205235911,2021_1101_1234
0.435625978285137,2021_1104_1234
0.0821143192091294,2021_1111_1234
0.442865994387175,2021_1116_1234
0.483431632044834,2021_1124_1234
0.348260771790906,2021_1140_1234
0.303792722720581,2021_1155_1234
0.114857709566616,2021_1156_1234
0.324541461800831,2021_1159_1234
0.382200350359069,2021_1160_1234
0.401756127053916,2021_1163_1234
0.397219196112868,2021_1166_1234
0.292726631362128,2021_1179_1234
0.131959263344132,2021_1180_1234
0.180610224585232,2021_1186_1234
0.34497393152775,2021_1196_1234
0.420834279282248,2021_1199_1234
0.258053692889933,2021_1207_1234
0.387500621533736,2021_1210_1234
0.485426871973207,2021_1211_1234
0.171299456610706,2021_1213_1234
0.0764531195341802,2021_1216_1234
0.483493434632805,2021_1222_1234
0.435202512275334,2021_1228_1234
0.118427991134169,2021_1233_1234
0.326113056890811,2021_1101_1242
0.518552840287274,2021_1104_1242
0.110978806196336,2021_1111_1242
0.525886843877844,2021_1116_1242
0.566327002665337,2021_1124_1242
0.427143709607349,2021_1140_1242
0.378452167304238,2021_1155_1242
0.153309593490617,2021_1156_1242
0.401360425409409,2021_1159_1242
0.463305926303157,2021_1160_1242
0.483762057748445,2021_1163_1242
0.479040601968372,2021_1166_1242
0.366096571957272,2021_1179_1242
0.175004424107693,2021_1180_1242
0.235224846867097,2021_1186_1242
0.423596259784341,2021_1196_1242
0.503457214032515,2021_1199_1242
0.326747973503665,2021_1207_1242
0.468877322672883,2021_1210_1242
0.568287988075887,2021_1211_1242
0.223867825847739,2021_1213_1242
0.103552108788145,2021_1216_1242
0.566387783202015,2021_1222_1242
0.518122768004538,2021_1228_1242
0.157861959181997,2021_1233_1242
0.581894645232402,2021_1234_1242
0.614191393803239,2021_1101_1251
0.779890585162708,2021_1104_1251
0.291110156791797,2021_1111_1251
0.784894965925858,2021_1116_1251
0.81117517409258,2021_1124_1251
0.710387969087675,2021_1140_1251
0.66700281784087,2021_1155_1251
0.373298420461574,2021_1156_1251
0.688042480599366,2021_1159_1251
0.739571530262468,2021_1160_1251
0.755064599850125,2021_1163_1251
0.751550102846929,2021_1166_1251
0.655156615484922,2021_1179_1251
0.411012012732378,2021_1180_1251
0.502935816785292,2021_1186_1251
0.707392976163945,2021_1196_1251
0.769344305097156,2021_1199_1251
0.614875424817045,2021_1207_1251
0.74386054969954,2021_1210_1251
0.812395765331629,2021_1211_1251
0.486882112165706,2021_1213_1251
0.275362764912384,2021_1216_1251
0.811213077853851,2021_1222_1251
0.779594737824396,2021_1228_1251
0.381440256060651,2021_1233_1251
0.820735627481617,2021_1234_1251
0.76657056276617,2021_1242_1251
0.353791026253811,2021_1101_1260
0.549251562533186,2021_1104_1260
0.123750859023953,2021_1111_1260
0.55651786587374,2021_1116_1260
0.596350722646435,2021_1124_1260
0.45757409744669,2021_1140_1260
0.407883582905446,2021_1155_1260
0.170021621812736,2021_1156_1260
0.431337037220174,2021_1159_1260
0.494090539987808,2021_1160_1260
0.51460261972844,2021_1163_1260
0.509877455375242,2021_1166_1260
0.395178036142331,2021_1179_1260
0.193540785516835,2021_1180_1260
0.258143861469382,2021_1186_1260
0.453974200644603,2021_1196_1260
0.534253957389208,2021_1199_1260
0.354451486272662,2021_1207_1260
0.499687462337786,2021_1210_1260
0.598272249875028,2021_1211_1260
0.246036268706848,2021_1213_1260
0.115580575540582,2021_1216_1260
0.596410294015579,2021_1222_1260
0.548825053428609,2021_1228_1260
0.174967684746283,2021_1233_1260
0.611579793835523,2021_1234_1260
0.530378837393583,2021_1242_1260
0.255760523601492,2021_1251_1260
0.346360750304711,2021_1101_1261
0.541153925067063,2021_1104_1261
0.120252808170674,2021_1111_1261
0.54844344715052,2021_1116_1261
0.588465239994862,2021_1124_1261
0.449480262701906,2021_1140_1261
0.40002050385604,2021_1155_1261
0.165462617984288,2021_1156_1261
0.423345087288334,2021_1159_1261
0.485929428914335,2021_1160_1261
0.506441865206189,2021_1163_1261
0.501714181941851,2021_1166_1261
0.387399640068193,2021_1179_1261
0.188494357877307,2021_1180_1261
0.251939191129196,2021_1186_1261
0.445891698348284,2021_1196_1261
0.52611934745247,2021_1199_1261
0.347014788108757,2021_1207_1261
0.49152372250174,2021_1210_1261
0.59039852236192,2021_1211_1261
0.240028454810796,2021_1213_1261
0.112283879042706,2021_1216_1261
0.588525172142152,2021_1222_1261
0.540726160753312,2021_1228_1261
0.170303269231963,2021_1233_1261
0.603794159387919,2021_1234_1261
0.522237070894699,2021_1242_1261
0.249593865144106,2021_1251_1261
0.49190048473961,2021_1260_1261
0.427455022006975,2021_1101_1268
0.624295634656774,2021_1104_1268
0.161486948998395,2021_1111_1268
0.631164563731056,2021_1116_1268
0.668289059811603,2021_1124_1268
0.534958279781602,2021_1140_1268
0.484368303043865,2021_1155_1268
0.218351374518195,2021_1156_1268
0.508443233503997,2021_1159_1268
0.571147720083605,2021_1160_1268
0.591120982200326,2021_1163_1268
0.586542223184499,2021_1166_1268
0.471176129833205,2021_1179_1268
0.246569893243482,2021_1180_1268
0.32181047226598,2021_1186_1268
0.53134594704537,2021_1196_1268
0.610022093128465,2021_1199_1268
0.428161883556051,2021_1207_1268
0.576622635813329,2021_1210_1268
0.670057602058014,2021_1211_1268
0.307956343734429,2021_1213_1268
0.151255311864594,2021_1216_1268
0.668343918834462,2021_1222_1268
0.623891509891866,2021_1228_1268
0.224323393069717,2021_1233_1268
0.682250156949535,2021_1234_1268
0.606312839213812,2021_1242_1268
0.319092158294958,2021_1251_1268
0.576990608683658,2021_1260_1268
0.584967773247008,2021_1261_1268
0.305609570599383,2021_1101_1276
0.494834602967993,2021_1104_1276
0.101954912120586,2021_1111_1276
0.502183054456393,2021_1116_1276
0.542887626713879,2021_1124_1276
0.404097195659107,2021_1140_1276
0.356398340990646,2021_1155_1276
0.141391123579883,2021_1156_1276
0.378785197558324,2021_1159_1276
0.439806248145444,2021_1160_1276
0.460114330866799,2021_1163_1276
0.455420065440492,2021_1166_1276
0.344363838188671,2021_1179_1276
0.161721516706306,2021_1180_1276
0.218582204131309,2021_1186_1276
0.400607297580763,2021_1196_1276
0.47974142298048,2021_1199_1276
0.306222708080636,2021_1207_1276
0.445329537438121,2021_1210_1276
0.544869422579735,2021_1211_1276
0.207810373910025,2021_1213_1276
0.0950675175669572,2021_1216_1276
0.542949041128861,2021_1222_1276
0.494404001288389,2021_1228_1276
0.145650463081068,2021_1233_1276
0.558640937622132,2021_1234_1276
0.475857718628181,2021_1242_1276
0.216457549029433,2021_1251_1276
0.445701928264217,2021_1260_1276
0.453811263223582,2021_1261_1276
0.371137427851172,2021_1268_1276
0.445076601446886,2021_1101_1277
0.640947746745777,2021_1104_1277
0.17142702181953,2021_1111_1277
0.647684040781058,2021_1116_1277
0.683978324633153,2021_1124_1277
0.552733211286774,2021_1140_1277
0.502277828291025,2021_1155_1277
0.23082810257887,2021_1156_1277
0.5263342821329,2021_1159_1277
0.588603158896851,2021_1160_1277
0.608320967260248,2021_1163_1277
0.603805723200067,2021_1166_1277
0.489060519095678,2021_1179_1277
0.26012245101314,2021_1180_1277
0.337645258082081,2021_1186_1277
0.549142584776169,2021_1196_1277
0.626928786449138,2021_1199_1277
0.445789914254914,2021_1207_1277
0.594013633893298,2021_1210_1277
0.685702558398296,2021_1211_1277
0.323434539957603,2021_1213_1277
0.160686281099532,2021_1216_1277
0.684031815722809,2021_1222_1277
0.640551220746889,2021_1228_1277
0.237037882100017,2021_1233_1277
0.697577911034294,2021_1234_1277
0.62328103325858,2021_1242_1277
0.334859231012523,2021_1251_1277
0.594377124302964,2021_1260_1277
0.60225243332564,2021_1261_1277
0.518192465817219,2021_1268_1277
0.646153050874991,2021_1276_1277
0.419731704298046,2021_1101_1281
0.616847516158229,2021_1104_1281
0.157249337227316,2021_1111_1281
0.623770553875741,2021_1116_1281
0.661239835658193,2021_1124_1281
0.527080722584598,2021_1140_1281
0.476472434613875,2021_1155_1281
0.213000620897721,2021_1156_1281
0.50053587543523,2021_1159_1281
0.563382855855542,2021_1160_1281
0.583454008584028,2021_1163_1281
0.578850562087358,2021_1166_1281
0.463302086110679,2021_1179_1281
0.240740614127385,2021_1180_1281
0.314945960745672,2021_1186_1281
0.523461707502656,2021_1196_1281
0.602471191626725,2021_1199_1281
0.420435172756684,2021_1207_1281
0.568882075463975,2021_1210_1281
0.663027010575536,2021_1211_1281
0.301256081040252,2021_1213_1281
0.147239044864259,2021_1216_1281
0.661295269633325,2021_1222_1281
0.616440302048189,2021_1228_1281
0.218867271554367,2021_1233_1281
0.675353493843029,2021_1234_1281
0.598737359745416,2021_1242_1281
0.312258933256136,2021_1251_1281
0.569251750288707,2021_1260_1281
0.577267932035562,2021_1261_1281
0.49237829338755,2021_1268_1281
0.622196263668893,2021_1276_1281
0.474733832386054,2021_1277_1281
0.676122870237279,2021_1101_1287
0.822893317480448,2021_1104_1287
0.350019615681011,2021_1111_1287
0.827136702348424,2021_1116_1287
0.849247303278584,2021_1124_1287
0.762840213232381,2021_1140_1287
0.724262717741154,2021_1155_1287
0.438550489214967,2021_1156_1287
0.743078094202538,2021_1159_1287
0.788313289853388,2021_1160_1287
0.80168422663247,2021_1163_1287
0.798660287610836,2021_1166_1287
0.713578791471937,2021_1179_1287
0.47783006380804,2021_1180_1287
0.570229807133047,2021_1186_1287
0.760204549662485,2021_1196_1287
0.813915838733666,2021_1199_1287
0.676754886754658,2021_1207_1287
0.792025313071389,2021_1210_1287
0.850267218397377,2021_1211_1287
0.554423978299815,2021_1213_1287
0.332580605260921,2021_1216_1287
0.849278984632931,2021_1222_1287
0.822642125343219,2021_1228_1287
0.447100183185864,2021_1233_1287
0.857219411691899,2021_1234_1287
0.811546796669677,2021_1242_1287
0.567167981860404,2021_1251_1287
0.792273514935226,2021_1260_1287
0.797614873307571,2021_1261_1287
0.736798836330065,2021_1268_1287
0.826176240526025,2021_1276_1287
0.722868388872971,2021_1277_1287
0.743162073914017,2021_1281_1287
0.822167157091431,2021_1101_1291
0.911425301077782,2021_1104_1291
0.543920537689025,2021_1111_1291
0.913769781766231,2021_1116_1291
0.925793455069823,2021_1124_1291
0.876900824886965,2021_1140_1291
0.853309170156419,2021_1155_1291
0.633681245645057,2021_1156_1291
0.864960682374471,2021_1159_1291
0.89185949853335,2021_1160_1291
0.899523681846261,2021_1163_1291
0.897801425933474,2021_1166_1291
0.846566105876032,2021_1179_1291
0.669594400998103,2021_1180_1291
0.746092189014576,2021_1186_1291
0.875325597587055,2021_1196_1291
0.906425167828525,2021_1199_1291
0.822588961966732,2021_1207_1291
0.893999942675043,2021_1210_1291
0.92634041602887,2021_1211_1291
0.733734032170776,2021_1213_1291
0.524618258844807,2021_1216_1291
0.925810455212405,2021_1222_1291
0.911286137816813,2021_1228_1291
0.641687282782476,2021_1233_1291
0.930051057562476,2021_1234_1291
0.905096538742182,2021_1242_1291
0.743720170754129,2021_1251_1291
0.894142711163646,2021_1260_1291
0.8972045252972,2021_1261_1291
0.861103467566018,2021_1268_1291
0.913240180386078,2021_1276_1291
0.852434439297866,2021_1277_1291
0.86501205977208,2021_1281_1291
0.689618666758089,2021_1287_1291
0.837713157531518,2021_1101_1313
0.919928357460963,2021_1104_1313
0.571101523396736,2021_1111_1313
0.922067015789059,2021_1116_1313
0.933018555021721,2021_1124_1313
0.888312044430666,2021_1140_1313
0.866574567778343,2021_1155_1313
0.658867802817375,2021_1156_1313
0.877323901408971,2021_1159_1313
0.9020389656793,2021_1160_1313
0.909055272218671,2021_1163_1313
0.90747959202615,2021_1166_1313
0.860341484340514,2021_1179_1313
0.693506021077291,2021_1180_1313
0.766399030347901,2021_1186_1313
0.886864000206243,2021_1196_1313
0.915363656409302,2021_1199_1313
0.838105349476201,2021_1207_1313
0.903999613700882,2021_1210_1313
0.933516085651417,2021_1211_1313
0.754704293861258,2021_1213_1313
0.552002115097011,2021_1216_1313
0.933034019677687,2021_1222_1313
0.91980137815719,2021_1228_1313
0.666612982421113,2021_1233_1313
0.936889875880165,2021_1234_1313
0.914149920744034,2021_1242_1313
0.764156752107599,2021_1251_1313
0.904130358208452,2021_1260_1313
0.906933358106271,2021_1261_1313
0.873768288393269,2021_1268_1313
0.921584000536725,2021_1276_1313
0.86576649609474,2021_1277_1313
0.877371241932502,2021_1281_1313
0.712702901872454,2021_1287_1313
0.528444692326736,2021_1291_1313
0.32419621322538,2021_1101_1314
0.516371604094409,2021_1104_1314
0.110119853094698,2021_1111_1314
0.523708315653048,2021_1116_1314
0.56418029941901,2021_1124_1314
0.425007548301066,2021_1140_1314
0.376399515305863,2021_1155_1314
0.1521790914765,2021_1156_1314
0.39926333781488,2021_1159_1314
0.461134494847909,2021_1160_1314
0.481580780939248,2021_1163_1314
0.476860949015255,2021_1166_1314
0.364071680661892,2021_1179_1314
0.173746773277214,2021_1180_1314
0.233656997712395,2021_1186_1314
0.421464786958469,2021_1196_1314
0.501273362959804,2021_1199_1314
0.324829196777782,2021_1207_1314
0.466702485870636,2021_1210_1314
0.566143555405808,2021_1211_1314
0.222353666102435,2021_1213_1314
0.102743993715091,2021_1216_1314
0.564241149321288,2021_1222_1314
0.515941402198507,2021_1228_1314
0.156704101017517,2021_1233_1314
0.579767821238249,2021_1234_1314
0.497381993927781,2021_1242_1314
0.231429210146859,2021_1251_1314
0.467077699074214,2021_1260_1314
0.475242503196157,2021_1261_1314
0.39146265310272,2021_1268_1314
0.522036154258319,2021_1276_1314
0.374764674061051,2021_1277_1314
0.399368861036628,2021_1281_1314
0.187350848566703,2021_1287_1314
0.0943225922011129,2021_1291_1314
0.0855097662650123,2021_1313_1314
0.531380156636084,2021_1101_1317
0.716212156711217,2021_1104_1317
0.226307857428699,2021_1111_1317
0.722148520350834,2021_1116_1317
0.753689013131539,2021_1124_1317
0.635987264650475,2021_1140_1317
0.58792181584071,2021_1155_1317
0.297888766956608,2021_1156_1317
0.611044343860554,2021_1159_1317
0.669176621818739,2021_1160_1317
0.687085648032154,2021_1163_1317
0.683005243682678,2021_1166_1317
0.575054670227188,2021_1179_1317
0.33202006879721,2021_1180_1317
0.418840280987241,2021_1186_1317
0.632620765727891,2021_1196_1317
0.703773692702075,2021_1199_1317
0.53209915846116,2021_1207_1317
0.674114127971557,2021_1210_1317
0.755169046370996,2021_1211_1317
0.403292975187778,2021_1213_1317
0.213012559763118,2021_1216_1317
0.753734953101966,2021_1222_1317
0.715861902644883,2021_1228_1317
0.305186814731668,2021_1233_1317
0.765317998405727,2021_1234_1317
0.700518378198392,2021_1242_1317
0.415804870129997,2021_1251_1317
0.674445206965588,2021_1260_1317
0.681598721469121,2021_1261_1317
0.603261046427365,2021_1268_1317
0.720801627386857,2021_1276_1317
0.586231921385642,2021_1277_1317
0.611148896940026,2021_1281_1317
0.352726319871033,2021_1287_1317
0.197542875666366,2021_1291_1317
0.181013420081232,2021_1313_1317
0.704012406039358,2021_1314_1317
0.5122579414943,2021_1101_1325
0.700379420014909,2021_1104_1325
0.213170041247325,2021_1111_1325
0.706511261398226,2021_1116_1325
0.739185734625198,2021_1124_1325
0.618065534644323,2021_1140_1325
0.569236468955927,2021_1155_1325
0.282110682426559,2021_1156_1325
0.592681075657121,2021_1159_1325
0.651994802360223,2021_1160_1325
0.670375794881623,2021_1163_1325
0.666183357778283,2021_1166_1325
0.556226271628239,2021_1179_1325
0.315245875124725,2021_1180_1325
0.400308419103359,2021_1186_1325
0.614633721035258,2021_1196_1325
0.687549743613589,2021_1199_1325
0.512979392547905,2021_1207_1325
0.657057325491959,2021_1210_1325
0.740722935554845,2021_1211_1325
0.384993309388163,2021_1213_1325
0.200446609357574,2021_1216_1325
0.739233443724756,2021_1222_1325
0.700017809643693,2021_1228_1325
0.289181389495803,2021_1233_1325
0.751273485837156,2021_1234_1325
0.68419614329661,2021_1242_1325
0.397315493927022,2021_1251_1325
0.657396926226379,2021_1260_1325
0.664738833700291,2021_1261_1325
0.584780015593112,2021_1268_1325
0.705119519215658,2021_1276_1325
0.567526314145955,2021_1277_1325
0.592787275326849,2021_1281_1325
0.335431326758697,2021_1287_1325
0.185674200975887,2021_1291_1325
0.169927559054233,2021_1313_1325
0.687795731153221,2021_1314_1325
0.482488875902259,2021_1317_1325
0.326212377052883,2021_1101_1326
0.518665660279924,2021_1104_1326
0.11102340021192,2021_1111_1326
0.525999516212753,2021_1116_1326
0.566437987769977,2021_1124_1326
0.427254291001848,2021_1140_1326
0.378558473229228,2021_1155_1326
0.153368262678944,2021_1156_1326
0.401469009798759,2021_1159_1326
0.463418296183594,2021_1160_1326
0.48387491591035,2021_1163_1326
0.479153381004075,2021_1166_1326
0.366201452060298,2021_1179_1326
0.175069678912923,2021_1180_1326
0.235306151818399,2021_1186_1326
0.423706602067059,2021_1196_1326
0.503570184942826,2021_1199_1326
0.326847393247051,2021_1207_1326
0.468989863018232,2021_1210_1326
0.568398853792614,2021_1211_1326
0.223946354768315,2021_1213_1326
0.103594066314238,2021_1216_1326
0.566498764658427,2021_1222_1326
0.518235595147041,2021_1228_1326
0.157922045554974,2021_1233_1326
0.582004586839219,2021_1234_1326
0.49967884995371,2021_1242_1326
0.233067422554847,2021_1251_1326
0.469365296679873,2021_1260_1326
0.477534256924947,2021_1261_1326
0.393653470008735,2021_1268_1326
0.524328092636214,2021_1276_1326
0.376919922622627,2021_1277_1326
0.401574726284851,2021_1281_1326
0.188753672801459,2021_1287_1326
0.0951103744465082,2021_1291_1326
0.0862309518118189,2021_1313_1326
0.503856495568432,2021_1314_1326
0.300591857502832,2021_1317_1326
0.31713909807092,2021_1325_1326
0.375461500843493,2021_1101_1328
0.5722915141255,2021_1104_1328
